ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
28420,0.3333,0.0952,0.0476,0.1905,0.0476,0.8,0.2,0.1905,0.0476,0.0476,21,10
28425,0.0625,0.1875,0.0625,0.1875,0.125,0.2857,0.7143,0.125,0.0625,0.1875,16,7
28427,0.1053,0.1789,0.0947,0.1263,0.0947,0.3623,0.6377,0.1684,0.0737,0.1579,95,69
28429,0.0968,0.0323,0.0,0.1935,0.1935,0.4667,0.5333,0.1613,0.0323,0.2903,31,15
28430,0.0,0.0,0.0556,0.1667,0.1667,0.3333,0.6667,0.1667,0.1667,0.2778,18,12
28432,0.1845,0.0971,0.1165,0.1845,0.0388,0.678,0.322,0.2039,0.0291,0.1456,103,59
28435,0.2105,0.0,0.1053,0.2105,0.0526,0.6667,0.3333,0.2632,0.0,0.1579,19,12
28440,0.1951,0.0976,0.0,0.3171,0.0244,0.7,0.3,0.2195,0.0244,0.122,41,20
28441,0.0857,0.1714,0.0571,0.1714,0.0857,0.5,0.5,0.2,0.0857,0.1429,35,18
28442,0.101,0.1212,0.0707,0.202,0.1111,0.5,0.5,0.1818,0.0404,0.1717,99,54
28445,0.0667,0.0667,0.0667,0.0667,0.1333,0.25,0.75,0.0667,0.0667,0.4667,15,12
28447,0.0526,0.1579,0.0,0.1579,0.0526,0.6,0.4,0.2632,0.0,0.3158,19,10
28448,0.2,0.0,0.0667,0.2667,0.0,0.7778,0.2222,0.2667,0.0,0.2,15,9
28450,0.0789,0.1316,0.0526,0.1316,0.1053,0.36,0.64,0.2368,0.0,0.2632,38,25
28454,0.0513,0.2308,0.0,0.0,0.1795,0.2273,0.7727,0.1026,0.0769,0.359,39,22
28455,0.0,0.24,0.08,0.08,0.2,0.4615,0.5385,0.12,0.0,0.28,25,13
28456,0.0323,0.129,0.0645,0.129,0.1613,0.4706,0.5294,0.1935,0.0323,0.2581,31,17
28458,0.1207,0.1379,0.069,0.1552,0.1207,0.4412,0.5588,0.1724,0.0172,0.2069,58,34
28459,0.1304,0.087,0.087,0.1522,0.087,0.4194,0.5806,0.1957,0.087,0.1739,46,31
